game_id,date,game_time,away_team,home_team,market_spread_home,baseline_margin,pred_margin_mu,actual_home,actual_away,actual_margin,actual_home_covers,pred_home_covers,ats_correct,actual_home_wins,pred_home_wins,ml_correct,abs_error
2024-11-04-GSW-WAS,2024-11-04,,GSW,WAS,11.0,-11.0,-11.124261900782583,112,125,-13,0,0,1,0,0,1,1.8757380992174166
2024-11-04-LAL-DET,2024-11-04,,LAL,DET,6.5,-6.5,-5.953406751155853,115,103,12,1,1,1,1,0,0,17.953406751155853
2024-11-04-BOS-ATL,2024-11-04,,BOS,ATL,10.0,-10.0,-9.723348140716553,93,123,-30,0,1,0,0,0,1,20.276651859283447
2024-11-04-MEM-BKN,2024-11-04,,MEM,BKN,4.0,-4.0,-3.635271906852722,106,104,2,1,1,1,1,0,0,5.635271906852722
2024-11-04-SAC-MIA,2024-11-04,,SAC,MIA,-1.5,1.5,1.4752241466194391,110,111,-1,0,0,1,0,1,0,2.475224146619439
2024-11-04-UTA-CHI,2024-11-04,,UTA,CHI,-7.5,7.5,7.67338040471077,126,135,-9,0,1,0,0,1,0,16.67338040471077
2024-11-04-NYK-HOU,2024-11-04,,NYK,HOU,2.0,-2.0,-1.5251644849777222,109,97,12,1,1,1,1,0,0,13.525164484977722
2024-11-04-CHA-MIN,2024-11-04,,CHA,MIN,-11.5,11.5,11.7082150131464,114,93,21,1,1,1,1,1,1,9.2917849868536
2024-11-04-ORL-OKC,2024-11-04,,ORL,OKC,-12.5,12.5,12.896448701620102,102,86,16,1,1,1,1,1,1,3.103551298379898
2024-11-04-POR-NOP,2024-11-04,,POR,NOP,-1.5,1.5,1.088228553533554,100,118,-18,0,0,1,0,1,0,19.088228553533554
2024-11-04-IND-DAL,2024-11-04,,IND,DAL,-4.5,4.5,4.768223911523819,127,134,-7,0,1,0,0,1,0,11.768223911523819
2024-11-04-TOR-DEN,2024-11-04,,TOR,DEN,-11.0,11.0,11.918044090270996,121,119,2,0,1,0,1,1,1,9.918044090270996
2024-11-04-PHI-PHX,2024-11-04,,PHI,PHX,-7.5,7.5,7.771555513143539,118,116,2,0,1,0,1,1,1,5.771555513143539
2024-11-04-SAS-LAC,2024-11-04,,SAS,LAC,-4.0,4.0,4.109667509794235,113,104,9,1,1,1,1,1,1,4.890332490205765
2024-11-06-DET-CHA,2024-11-06,,DET,CHA,1.0,-1.0,-0.9755944926291704,108,107,1,1,1,1,1,0,0,1.9755944926291704
2024-11-06-ORL-IND,2024-11-06,,ORL,IND,-5.5,5.5,4.737784802913666,118,111,7,1,0,0,1,1,1,2.2622151970863342
2024-11-06-NYK-ATL,2024-11-06,,NYK,ATL,7.0,-7.0,-6.526467233896256,121,116,5,1,1,1,1,0,0,11.526467233896255
2024-11-06-GSW-BOS,2024-11-06,,GSW,BOS,-7.0,7.0,8.250982880592346,112,118,-6,0,1,0,0,1,0,14.250982880592346
2024-11-06-SAS-HOU,2024-11-06,,SAS,HOU,-6.5,6.5,7.128726840019226,127,100,27,1,1,1,1,1,1,19.871273159980774
2024-11-06-LAL-MEM,2024-11-06,,LAL,MEM,-4.0,4.0,3.807636708021164,131,114,17,1,0,0,1,1,1,13.192363291978836
2024-11-06-CLE-NOP,2024-11-06,,CLE,NOP,6.5,-6.5,-6.054441660642624,122,131,-9,0,1,0,0,0,1,2.945558339357376
2024-11-06-CHI-DAL,2024-11-06,,CHI,DAL,-10.0,10.0,10.069078631699083,119,99,20,1,1,1,1,1,1,9.930921368300917
2024-11-06-OKC-DEN,2024-11-06,,OKC,DEN,7.0,-7.0,-7.646751403808594,124,122,2,1,0,0,1,0,0,9.646751403808594
