week_start,n_games,ats_accuracy,roi_pct
2025-10-20,42,52.38095238095239,0.0476190476190503
2025-10-27,51,62.745098039215684,19.84313725490196
2025-11-03,53,49.056603773584904,-6.301886792452827
2025-11-10,39,66.66666666666666,27.333333333333332
