week_start,n_games,ats_accuracy,roi_pct
2025-10-20,42,50.0,-4.499999999999997
2025-10-27,51,58.82352941176471,12.352941176470592
2025-11-03,53,47.16981132075472,-9.905660377358487
2025-11-10,39,64.1025641025641,22.435897435897438
