game_id,date,game_time,away_team,home_team,market_spread_home,baseline_margin,pred_margin_mu,actual_home,actual_away,actual_margin,game_index,actual_home_covers,pred_home_covers,ats_correct,actual_home_wins,pred_home_wins,ml_correct,spread_abs,home_favored,away_favored,pick_side,pick_team,pick_is_favorite,pick_is_underdog,pick_location_bucket,spread_bucket,abs_error
2025-11-02-MEM-TOR,2025-11-02,,MEM,TOR,-4.5,4.5,4.137427300214768,117,104,13,88,1,0,0,1,1,1,4.5,True,False,away,MEM,False,True,road_underdog,3-6,8.862572699785233
2025-11-02-MIA-LAL,2025-11-02,,MIA,LAL,-5.0,5.0,4.660238981246948,130,120,10,89,1,0,0,1,1,1,5.0,True,False,away,MIA,False,True,road_underdog,3-6,5.339761018753052
2025-11-02-NOP-OKC,2025-11-02,,NOP,OKC,-13.0,13.0,12.947322003543375,137,106,31,90,1,0,0,1,1,1,13.0,True,False,away,NOP,False,True,road_underdog,10+,18.052677996456623
2025-11-02-PHI-BKN,2025-11-02,,PHI,BKN,4.5,-4.5,-4.275573432445526,105,129,-24,91,0,1,0,0,0,1,4.5,False,True,home,BKN,False,True,home_underdog,3-6,19.724426567554474
2025-11-02-SAS-PHX,2025-11-02,,SAS,PHX,5.0,-5.0,-4.059539079666138,130,118,12,92,1,1,1,1,0,0,5.0,False,True,home,PHX,False,True,home_underdog,3-6,16.059539079666138
2025-11-02-UTA-CHA,2025-11-02,,UTA,CHA,1.5,-1.5,-1.4385372437536716,126,103,23,93,1,1,1,1,0,0,1.5,False,True,home,CHA,False,True,home_underdog,0-3,24.43853724375367
2025-11-03-DAL-HOU,2025-11-03,,DAL,HOU,-12.5,12.5,11.688040375709534,110,102,8,94,0,0,1,1,1,1,12.5,True,False,away,DAL,False,True,road_underdog,10+,3.6880403757095337
2025-11-03-DET-MEM,2025-11-03,,DET,MEM,4.5,-4.5,-4.389761917293072,106,114,-8,95,0,1,0,0,0,1,4.5,False,True,home,MEM,False,True,home_underdog,3-6,3.6102380827069283
2025-11-03-LAL-POR,2025-11-03,,LAL,POR,-9.0,9.0,8.983902011066675,115,123,-8,96,0,0,1,0,1,0,9.0,True,False,away,LAL,False,True,road_underdog,6-10,16.983902011066675
2025-11-03-MIA-LAC,2025-11-03,,MIA,LAC,-8.0,8.0,8.08286639302969,119,120,-1,97,0,1,0,0,1,0,8.0,True,False,home,LAC,True,False,home_favorite,6-10,9.08286639302969
2025-11-03-MIL-IND,2025-11-03,,MIL,IND,6.5,-6.5,-6.405477270483971,115,117,-2,98,1,1,1,0,0,1,6.5,False,True,home,IND,False,True,home_underdog,6-10,4.405477270483971
2025-11-03-MIN-BKN,2025-11-03,,MIN,BKN,9.5,-9.5,-10.145055890083311,109,125,-16,99,0,0,1,0,0,1,9.5,False,True,away,MIN,True,False,road_favorite,6-10,5.854944109916689
2025-11-03-SAC-DEN,2025-11-03,,SAC,DEN,-11.5,11.5,11.569172829389572,130,124,6,100,0,1,0,1,1,1,11.5,True,False,home,DEN,True,False,home_favorite,10+,5.569172829389572
2025-11-03-UTA-BOS,2025-11-03,,UTA,BOS,-10.5,10.5,12.482103943824768,103,105,-2,101,0,1,0,0,1,0,10.5,True,False,home,BOS,True,False,home_favorite,10+,14.482103943824768
2025-11-03-WAS-NYK,2025-11-03,,WAS,NYK,-13.0,13.0,13.372121542692184,119,102,17,102,1,1,1,1,1,1,13.0,True,False,home,NYK,True,False,home_favorite,10+,3.6278784573078156
2025-11-04-CHA-NOP,2025-11-04,,CHA,NOP,-3.0,3.0,2.8887945264577866,116,112,4,103,1,0,0,1,1,1,3.0,True,False,away,CHA,False,True,road_underdog,3-6,1.1112054735422134
2025-11-04-MIL-TOR,2025-11-04,,MIL,TOR,-2.5,2.5,2.702901005744934,128,100,28,104,1,1,1,1,1,1,2.5,True,False,home,TOR,True,False,home_favorite,0-3,25.297098994255066
