game_id,date,away_team,home_team,market_spread_home,baseline_margin,pred_margin_mu,actual_home,actual_away,actual_margin,actual_home_covers,pred_home_covers,ats_correct,actual_home_wins,pred_home_wins,ml_correct,abs_error
2024-11-08-GSW-CLE,2024-11-08,GSW,CLE,-3.5,3.5,5.059587717056274,136,117,19,1,1,1,1,1,1,13.940412282943726
2024-11-08-MIL-NYK,2024-11-08,MIL,NYK,-6.5,6.5,6.085795938968658,116,94,22,1,0,0,1,1,1,15.914204061031342
2024-11-08-PHX-DAL,2024-11-08,PHX,DAL,-2.5,2.5,2.4142864644527435,113,114,-1,0,0,1,0,1,0,3.4142864644527435
2024-11-08-WAS-MEM,2024-11-08,WAS,MEM,-7.5,7.5,7.239090949296951,128,104,24,1,0,0,1,1,1,16.76090905070305
2024-11-08-HOU-OKC,2024-11-08,HOU,OKC,-7.5,7.5,8.268019080162048,126,107,19,1,1,1,1,1,1,10.731980919837952
2024-11-08-POR-MIN,2024-11-08,POR,MIN,-11.5,11.5,12.205289244651794,127,102,25,1,1,1,1,1,1,12.794710755348206
2024-11-08-MIA-DEN,2024-11-08,MIA,DEN,-3.0,3.0,3.090536326169968,135,122,13,1,1,1,1,1,1,9.909463673830032
2024-11-08-PHI-LAL,2024-11-08,PHI,LAL,-7.5,7.5,7.158584147691727,116,106,10,1,0,0,1,1,1,2.8414158523082733
2024-11-08-LAC-SAC,2024-11-08,LAC,SAC,-6.5,6.5,6.680281460285187,98,107,-9,0,1,0,0,1,0,15.680281460285187
2024-11-09-UTA-SAS,2024-11-09,UTA,SAS,-6.5,6.5,6.165870398283005,110,111,-1,0,0,1,0,1,0,7.165870398283005
2024-11-09-CHI-ATL,2024-11-09,CHI,ATL,-2.5,2.5,2.1094385385513306,113,125,-12,0,0,1,0,1,0,14.10943853855133
2024-11-09-BKN-CLE,2024-11-09,BKN,CLE,-13.0,13.0,15.10245156288147,105,100,5,0,1,0,1,1,1,10.10245156288147
2024-11-09-TOR-LAC,2024-11-09,TOR,LAC,-6.0,6.0,6.332728624343872,105,103,2,0,1,0,1,1,1,4.332728624343872
2024-11-10-HOU-DET,2024-11-10,HOU,DET,4.0,-4.0,-3.3668801188468933,99,101,-2,1,1,1,0,0,1,1.3668801188468933
2024-11-10-BOS-MIL,2024-11-10,BOS,MIL,5.0,-5.0,-3.621370792388916,107,113,-6,0,1,0,0,0,1,2.378629207611084
2024-11-10-NYK-IND,2024-11-10,NYK,IND,3.0,-3.0,-2.482862114906311,132,121,11,1,1,1,1,0,0,13.482862114906311
2024-11-10-WAS-ORL,2024-11-10,WAS,ORL,-11.5,11.5,11.626924812793732,121,94,27,1,1,1,1,1,1,15.373075187206268
2024-11-10-CHA-PHI,2024-11-10,CHA,PHI,-5.0,5.0,4.636013388633728,107,105,2,0,0,1,1,1,1,2.636013388633728
2024-11-10-MIA-MIN,2024-11-10,MIA,MIN,-7.5,7.5,7.622911036014557,94,95,-1,0,1,0,0,1,0,8.622911036014557
2024-11-10-GSW-OKC,2024-11-10,GSW,OKC,-6.5,6.5,7.143741190433502,116,127,-11,0,1,0,0,1,0,18.143741190433502
2024-11-10-DAL-DEN,2024-11-10,DAL,DEN,-2.0,2.0,1.90581863373518,122,120,2,0,0,1,1,1,1,0.0941813662648201
2024-11-10-SAC-PHX,2024-11-10,SAC,PHX,1.0,-1.0,-1.0817737430334091,118,127,-9,0,0,1,0,0,1,7.918226256966591
2024-11-10-MEM-POR,2024-11-10,MEM,POR,1.0,-1.0,-1.0969300717115402,89,134,-45,0,0,1,0,0,1,43.90306992828846
2024-11-10-TOR-LAL,2024-11-10,TOR,LAL,-10.0,10.0,9.88503271341324,123,103,20,1,0,0,1,1,1,10.11496728658676
2024-11-11-CLE-CHI,2024-11-11,CLE,CHI,8.5,-8.5,-8.039213240146637,113,119,-6,1,1,1,0,0,1,2.039213240146637
2024-11-11-WAS-HOU,2024-11-11,WAS,HOU,-12.0,12.0,12.125291019678116,107,92,15,1,1,1,1,1,1,2.874708980321884
2024-11-11-BKN-NOP,2024-11-11,BKN,NOP,1.5,-1.5,-1.643244907259941,105,107,-2,0,0,1,0,0,1,0.3567550927400589
2024-11-11-LAC-OKC,2024-11-11,LAC,OKC,-6.5,6.5,7.210604429244995,134,128,6,0,1,0,1,1,1,1.2106044292449951
2024-11-11-SAC-SAS,2024-11-11,SAC,SAS,2.5,-2.5,-1.8713098168373108,116,96,20,1,1,1,1,0,0,21.87130981683731
2024-11-13-IND-ORL,2024-11-13,IND,ORL,-1.0,1.0,1.0422188639640808,94,90,4,1,1,1,1,1,1,2.957781136035919
2024-11-13-BOS-BKN,2024-11-13,BOS,BKN,10.0,-10.0,-9.79171396791935,114,139,-25,0,1,0,0,0,1,15.20828603208065
2024-11-13-CHI-NYK,2024-11-13,CHI,NYK,-8.5,8.5,8.331194370985031,123,124,-1,0,0,1,0,1,0,9.331194370985031
2024-11-13-CLE-PHI,2024-11-13,CLE,PHI,11.0,-11.0,-10.634487986564636,106,114,-8,1,1,1,0,0,1,2.6344879865646362
2024-11-13-NOP-OKC,2024-11-13,NOP,OKC,-14.5,14.5,15.377172768115996,106,88,18,1,1,1,1,1,1,2.6228272318840045
2024-11-13-LAC-HOU,2024-11-13,LAC,HOU,-5.0,5.0,5.616265594959259,111,103,8,1,1,1,1,1,1,2.383734405040741
2024-11-13-DET-MIL,2024-11-13,DET,MIL,-7.0,7.0,8.07580053806305,127,120,7,0,1,0,1,1,1,1.0758005380630493
2024-11-13-WAS-SAS,2024-11-13,WAS,SAS,-9.5,9.5,9.2369726896286,139,130,9,0,0,1,1,1,1,0.2369726896285993
2024-11-13-MEM-LAL,2024-11-13,MEM,LAL,-7.5,7.5,8.008153796195984,128,123,5,0,1,0,1,1,1,3.008153796195984
2024-11-13-MIN-POR,2024-11-13,MIN,POR,10.0,-10.0,-10.125580757856367,106,98,8,1,0,0,1,0,0,18.12558075785637
2024-11-13-PHX-SAC,2024-11-13,PHX,SAC,-8.0,8.0,8.05852473527193,127,104,23,1,1,1,1,1,1,14.94147526472807
2024-11-14-DAL-UTA,2024-11-14,DAL,UTA,7.5,-7.5,-7.040553420782089,115,113,2,1,1,1,1,0,0,9.04055342078209
2024-11-16-MIL-CHA,2024-11-16,MIL,CHA,4.0,-4.0,-4.001465320587158,115,114,1,1,0,0,1,0,0,5.001465320587158
2024-11-16-TOR-BOS,2024-11-16,TOR,BOS,-16.5,16.5,18.96969223022461,126,123,3,0,1,0,1,1,1,15.96969223022461
2024-11-16-LAL-NOP,2024-11-16,LAL,NOP,8.0,-8.0,-7.536154508590698,99,104,-5,1,1,1,0,0,1,2.5361545085906982
2024-11-16-SAS-DAL,2024-11-16,SAS,DAL,-13.5,13.5,13.430412717163565,110,93,17,1,0,0,1,1,1,3.5695872828364354
2024-11-16-UTA-SAC,2024-11-16,UTA,SAC,-6.5,6.5,7.069041132926941,121,117,4,0,1,0,1,1,1,3.069041132926941
2024-11-17-PHX-MIN,2024-11-17,PHX,MIN,-7.5,7.5,8.873988628387451,120,117,3,0,1,0,1,1,1,5.873988628387451
2024-11-17-MIA-IND,2024-11-17,MIA,IND,-3.5,3.5,3.701301395893097,119,110,9,1,1,1,1,1,1,5.298698604106903
2024-11-17-CHA-CLE,2024-11-17,CHA,CLE,-10.0,10.0,11.938318729400637,128,114,14,1,1,1,1,1,1,2.0616812705993635
2024-11-17-DET-WAS,2024-11-17,DET,WAS,5.0,-5.0,-5.1002688109874725,104,124,-20,0,0,1,0,0,1,14.899731189012527
2024-11-17-DEN-MEM,2024-11-17,DEN,MEM,-6.0,6.0,6.479314237833023,105,90,15,1,1,1,1,1,1,8.520685762166977
2024-11-17-ATL-POR,2024-11-17,ATL,POR,4.0,-4.0,-3.830045983195305,114,110,4,1,1,1,1,0,0,7.830045983195305
2024-11-17-BKN-NYK,2024-11-17,BKN,NYK,-10.0,10.0,9.90269161015749,114,104,10,0,0,1,1,1,1,0.09730838984251022
2024-11-17-HOU-CHI,2024-11-17,HOU,CHI,5.0,-5.0,-5.197822898626328,107,143,-36,0,0,1,0,0,1,30.802177101373672
2024-11-17-DAL-OKC,2024-11-17,DAL,OKC,-7.5,7.5,7.705432638525963,119,121,-2,0,1,0,0,1,0,9.705432638525963
2024-11-17-UTA-LAC,2024-11-17,UTA,LAC,-9.5,9.5,9.184538632631302,116,105,11,1,0,0,1,1,1,1.8154613673686981
2024-11-18-CHI-DET,2024-11-18,CHI,DET,-4.0,4.0,3.9786043018102646,112,122,-10,0,0,1,0,1,0,13.978604301810265
2024-11-18-PHI-MIA,2024-11-18,PHI,MIA,-2.5,2.5,2.3842812702059746,106,89,17,1,0,0,1,1,1,14.615718729794025
2024-11-18-WAS-NYK,2024-11-18,WAS,NYK,-14.5,14.5,16.358131051063538,134,106,28,1,1,1,1,1,1,11.641868948936462
2024-11-18-IND-TOR,2024-11-18,IND,TOR,3.0,-3.0,-3.1239536330103874,130,119,11,1,0,0,1,0,0,14.123953633010387
2024-11-18-HOU-MIL,2024-11-18,HOU,MIL,-3.5,3.5,2.9083545804023743,101,100,1,0,0,1,1,1,1,1.9083545804023743
2024-11-18-ORL-PHX,2024-11-18,ORL,PHX,4.5,-4.5,-5.369131088256836,99,109,-10,0,0,1,0,0,1,4.630868911743164
2024-11-18-ATL-SAC,2024-11-18,ATL,SAC,-4.0,4.0,4.070526085793972,108,109,-1,0,1,0,0,1,0,5.070526085793972
2024-11-18-GSW-LAC,2024-11-18,GSW,LAC,5.0,-5.0,-4.416754364967346,102,99,3,1,1,1,1,0,0,7.416754364967346
2024-11-20-NOP-CLE,2024-11-20,NOP,CLE,-14.0,14.0,14.8392453789711,128,100,28,1,1,1,1,1,1,13.1607546210289
2024-11-20-CHI-MIL,2024-11-20,CHI,MIL,-9.0,9.0,8.566489726305008,122,106,16,1,0,0,1,1,1,7.433510273694992
2024-11-20-IND-HOU,2024-11-20,IND,HOU,-6.0,6.0,6.041425429284573,130,113,17,1,1,1,1,1,1,10.958574570715427
2024-11-20-PHI-MEM,2024-11-20,PHI,MEM,5.0,-5.0,-4.621250569820404,117,111,6,1,1,1,1,0,0,10.621250569820404
2024-11-20-POR-OKC,2024-11-20,POR,OKC,-13.0,13.0,14.20414924621582,109,99,10,0,1,0,1,1,1,4.20414924621582
2024-11-20-NYK-PHX,2024-11-20,NYK,PHX,4.5,-4.5,-3.894972801208496,122,138,-16,0,1,0,0,0,1,12.105027198791504
2024-11-20-ATL-GSW,2024-11-20,ATL,GSW,-7.0,7.0,7.167097091674805,120,97,23,1,1,1,1,1,1,15.832902908325195
2024-11-20-ORL-LAC,2024-11-20,ORL,LAC,3.5,-3.5,-3.7666153609752655,104,93,11,1,0,0,1,0,0,14.766615360975266
2024-11-21-DET-CHA,2024-11-21,DET,CHA,2.5,-2.5,-1.9198744297027588,123,121,2,1,1,1,1,0,0,3.919874429702759
2024-11-21-MIN-TOR,2024-11-21,MIN,TOR,7.0,-7.0,-6.952589377760887,110,105,5,1,1,1,1,0,0,11.952589377760887
2024-11-21-UTA-SAS,2024-11-21,UTA,SAS,-3.0,3.0,3.414134562015533,126,118,8,1,1,1,1,1,1,4.5858654379844666
2024-11-21-ORL-LAL,2024-11-21,ORL,LAL,-5.0,5.0,4.269816935062408,118,119,-1,0,0,1,0,1,0,5.269816935062408
2024-11-23-NYK-UTA,2024-11-23,NYK,UTA,8.5,-8.5,-8.026467233896255,121,106,15,1,1,1,1,0,0,23.026467233896255
2024-11-23-DET-ORL,2024-11-23,DET,ORL,-9.0,9.0,9.395944833755491,111,100,11,1,1,1,1,1,1,1.6040551662445086
2024-11-23-MEM-CHI,2024-11-23,MEM,CHI,4.0,-4.0,-4.257548153400421,131,142,-11,0,0,1,0,0,1,6.742451846599579
2024-11-23-POR-HOU,2024-11-23,POR,HOU,-12.0,12.0,12.872365832328796,98,104,-6,0,1,0,0,1,0,18.872365832328796
2024-11-23-CHA-MIL,2024-11-23,CHA,MIL,-8.0,8.0,7.485839605331421,125,119,6,0,0,1,1,1,1,1.485839605331421
2024-11-23-GSW-SAS,2024-11-23,GSW,SAS,3.5,-3.5,-2.9441348910331726,104,94,10,1,1,1,1,0,0,12.944134891033173
2024-11-23-DEN-LAL,2024-11-23,DEN,LAL,-4.0,4.0,3.663955509662628,102,127,-25,0,0,1,0,1,0,28.663955509662628
2024-11-24-MIN-BOS,2024-11-24,MIN,BOS,-8.0,8.0,9.593814253807068,107,105,2,0,1,0,1,1,1,7.593814253807068
2024-11-24-WAS-IND,2024-11-24,WAS,IND,-12.0,12.0,11.932393804192545,115,103,12,0,0,1,1,1,1,0.0676061958074552
2024-11-24-DAL-MIA,2024-11-24,DAL,MIA,-2.5,2.5,2.542580835521221,123,118,5,1,1,1,1,1,1,2.457419164478779
2024-11-24-LAC-PHI,2024-11-24,LAC,PHI,1.5,-1.5,-1.4412647858262062,99,125,-26,0,1,0,0,0,1,24.558735214173794
2024-11-24-TOR-CLE,2024-11-24,TOR,CLE,-11.5,11.5,13.39882242679596,122,108,14,1,1,1,1,1,1,0.6011775732040405
2024-11-24-BKN-SAC,2024-11-24,BKN,SAC,-10.5,10.5,10.432743728160858,103,108,-5,0,0,1,0,1,0,15.432743728160858
2024-11-25-ORL-CHA,2024-11-25,ORL,CHA,4.5,-4.5,-4.359507516026497,84,95,-11,0,1,0,0,0,1,6.640492483973503
2024-11-25-TOR-DET,2024-11-25,TOR,DET,-4.0,4.0,3.707351416349411,102,100,2,0,0,1,1,1,1,1.707351416349411
2024-11-25-NOP-IND,2024-11-25,NOP,IND,-8.0,8.0,7.6881422102451324,114,110,4,0,0,1,1,1,1,3.6881422102451324
2024-11-25-DAL-ATL,2024-11-25,DAL,ATL,-2.5,2.5,2.598953098058701,119,129,-10,0,1,0,0,1,0,12.5989530980587
2024-11-25-LAC-BOS,2024-11-25,LAC,BOS,-10.5,10.5,12.522586345672607,126,94,32,1,1,1,1,1,1,19.477413654327393
2024-11-25-POR-MEM,2024-11-25,POR,MEM,-10.5,10.5,10.60374754667282,123,98,25,1,1,1,1,1,1,14.39625245332718
2024-11-25-NYK-DEN,2024-11-25,NYK,DEN,-2.5,2.5,2.843435674905777,118,145,-27,0,1,0,0,1,0,29.843435674905777
2024-11-25-BKN-GSW,2024-11-25,BKN,GSW,-13.5,13.5,14.007144808769226,120,128,-8,0,1,0,0,1,0,22.007144808769226
2024-11-25-OKC-SAC,2024-11-25,OKC,SAC,3.5,-3.5,-3.230433613061905,109,130,-21,0,1,0,0,0,1,17.769566386938095
2024-11-27-MIA-CHA,2024-11-27,MIA,CHA,4.5,-4.5,-4.255500584840775,94,98,-4,1,1,1,0,0,1,0.2555005848407754
2024-11-27-ATL-CLE,2024-11-27,ATL,CLE,-9.0,9.0,10.654128670692444,124,135,-11,0,1,0,0,1,0,21.654128670692444
2024-11-27-POR-IND,2024-11-27,POR,IND,-9.5,9.5,9.863127827644348,121,114,7,0,1,0,1,1,1,2.863127827644348
2024-11-27-CHI-ORL,2024-11-27,CHI,ORL,-9.5,9.5,10.24015599489212,133,119,14,1,1,1,1,1,1,3.7598440051078796
2024-11-27-HOU-PHI,2024-11-27,HOU,PHI,5.0,-5.0,-5.242811799049377,115,122,-7,0,0,1,0,0,1,1.7571882009506226
2024-11-27-LAC-WAS,2024-11-27,LAC,WAS,9.0,-9.0,-9.300963193178177,96,121,-25,0,0,1,0,0,1,15.699036806821823
2024-11-27-NYK-DAL,2024-11-27,NYK,DAL,4.0,-4.0,-3.318948268890381,129,114,15,1,1,1,1,0,0,18.31894826889038
2024-11-27-DET-MEM,2024-11-27,DET,MEM,-8.0,8.0,7.838204383850098,131,111,20,1,0,0,1,1,1,12.161795616149902
2024-11-27-SAC-MIN,2024-11-27,SAC,MIN,-3.0,3.0,4.197906136512756,104,115,-11,0,1,0,0,1,0,15.197906136512756
2024-11-27-TOR-NOP,2024-11-27,TOR,NOP,-1.0,1.0,0.5563994944095612,93,119,-26,0,0,1,0,1,0,26.55639949440956
2024-11-27-LAL-SAS,2024-11-27,LAL,SAS,2.0,-2.0,-1.020738661289215,101,119,-18,0,1,0,0,0,1,16.979261338710785
2024-11-27-BKN-PHX,2024-11-27,BKN,PHX,-9.5,9.5,9.114635199308395,117,127,-10,0,0,1,0,1,0,19.114635199308395
2024-11-27-DEN-UTA,2024-11-27,DEN,UTA,11.0,-11.0,-11.137999773025513,103,122,-19,0,0,1,0,0,1,7.862000226974487
2024-11-27-OKC-GSW,2024-11-27,OKC,GSW,4.0,-4.0,-3.2899743914604187,101,105,-4,0,1,0,0,0,1,0.7100256085395813
2024-11-30-ATL-CHA,2024-11-30,ATL,CHA,5.5,-5.5,-4.9216268658638,104,107,-3,1,1,1,0,0,1,1.9216268658638
2024-11-30-PHI-DET,2024-11-30,PHI,DET,2.0,-2.0,-1.9569590911269188,96,111,-15,0,1,0,0,0,1,13.043040908873081
2024-11-30-WAS-MIL,2024-11-30,WAS,MIL,-14.5,14.5,14.561021283268929,124,114,10,0,1,0,1,1,1,4.5610212832689285
2024-11-30-GSW-PHX,2024-11-30,GSW,PHX,-1.0,1.0,2.1946029663085938,113,105,8,1,1,1,1,1,1,5.805397033691406
2024-11-30-DAL-UTA,2024-11-30,DAL,UTA,6.5,-6.5,-6.016812473535538,94,106,-12,0,1,0,0,0,1,5.983187526464462
2024-12-01-ORL-BKN,2024-12-01,ORL,BKN,6.5,-6.5,-6.666445091366768,92,100,-8,0,0,1,0,0,1,1.3335549086332321
2024-12-01-IND-MEM,2024-12-01,IND,MEM,-6.0,6.0,6.151763215661049,136,121,15,1,1,1,1,1,1,8.848236784338951
2024-12-01-BOS-CLE,2024-12-01,BOS,CLE,-2.0,2.0,3.841647982597351,115,111,4,1,1,1,1,1,1,0.15835201740264893
2024-12-01-NOP-NYK,2024-12-01,NOP,NYK,-12.5,12.5,12.637238904833794,118,85,33,1,1,1,1,1,1,20.362761095166206
2024-12-01-MIA-TOR,2024-12-01,MIA,TOR,5.0,-5.0,-4.453058779239655,119,116,3,1,1,1,1,0,0,7.453058779239655
2024-12-01-OKC-HOU,2024-12-01,OKC,HOU,1.5,-1.5,-0.782911479473114,119,116,3,1,1,1,1,0,0,3.782911479473114
2024-12-01-LAL-UTA,2024-12-01,LAL,UTA,5.5,-5.5,-5.431706689298153,104,105,-1,1,1,1,0,0,1,4.431706689298153
2024-12-01-DAL-POR,2024-12-01,DAL,POR,5.5,-5.5,-4.920437276363373,131,137,-6,0,1,0,0,0,1,1.0795627236366272
2024-12-01-SAS-SAC,2024-12-01,SAS,SAC,-6.5,6.5,6.731360197067261,125,127,-2,0,1,0,0,1,0,8.73136019706726
2024-12-01-DEN-LAC,2024-12-01,DEN,LAC,3.0,-3.0,-2.581472009420395,126,122,4,1,1,1,1,0,0,6.581472009420395
2024-12-02-NOP-ATL,2024-12-02,NOP,ATL,-9.0,9.0,8.630341559648514,124,112,12,1,0,0,1,1,1,3.369658440351486
2024-12-02-MIA-BOS,2024-12-02,MIA,BOS,-9.5,9.5,9.187871992588043,108,89,19,1,0,0,1,1,1,9.812128007411957
2024-12-02-BKN-CHI,2024-12-02,BKN,CHI,-7.5,7.5,7.250621870160103,128,102,26,1,0,0,1,1,1,18.749378129839897
2024-12-02-LAL-MIN,2024-12-02,LAL,MIN,-7.5,7.5,7.813278168439865,109,80,29,1,1,1,1,1,1,21.186721831560135
2024-12-04-DET-BOS,2024-12-04,DET,BOS,-12.5,12.5,14.37208342552185,130,120,10,0,1,0,1,1,1,4.372083425521851
2024-12-04-IND-BKN,2024-12-04,IND,BKN,3.0,-3.0,-2.826567888259888,99,90,9,1,1,1,1,0,0,11.826567888259888
2024-12-04-LAL-MIA,2024-12-04,LAL,MIA,-3.5,3.5,3.507616395130753,134,93,41,1,1,1,1,1,1,37.49238360486925
2024-12-04-ORL-PHI,2024-12-04,ORL,PHI,5.5,-5.5,-5.2458476126194,102,106,-4,1,1,1,0,0,1,1.2458476126194
2024-12-04-ATL-MIL,2024-12-04,ATL,MIL,-4.5,4.5,3.2876933813095093,104,119,-15,0,0,1,0,1,0,18.28769338130951
2024-12-04-MIN-LAC,2024-12-04,MIN,LAC,4.5,-4.5,-4.203423023223877,80,108,-28,0,1,0,0,0,1,23.796576976776123
2024-12-05-DEN-CLE,2024-12-05,DEN,CLE,-3.5,3.5,5.483478665351868,126,114,12,1,1,1,1,1,1,6.516521334648132
2024-12-05-DAL-WAS,2024-12-05,DAL,WAS,13.5,-13.5,-13.345035821199415,101,137,-36,0,1,0,0,0,1,22.654964178800583
2024-12-05-CHA-NYK,2024-12-05,CHA,NYK,-14.5,14.5,15.39082282781601,125,101,24,1,1,1,1,1,1,8.60917717218399
2024-12-05-OKC-TOR,2024-12-05,OKC,TOR,10.5,-10.5,-10.470401166006924,92,129,-37,0,1,0,0,0,1,26.529598833993077
2024-12-05-SAC-MEM,2024-12-05,SAC,MEM,-3.5,3.5,3.658346176147461,115,110,5,1,1,1,1,1,1,1.341653823852539
2024-12-05-PHX-NOP,2024-12-05,PHX,NOP,1.5,-1.5,-1.5839636847376823,126,124,2,1,0,0,1,0,0,3.5839636847376823
2024-12-05-CHI-SAS,2024-12-05,CHI,SAS,-2.5,2.5,2.7355703562498093,124,139,-15,0,1,0,0,1,0,17.73557035624981
2024-12-05-HOU-GSW,2024-12-05,HOU,GSW,4.5,-4.5,-4.079035252332687,99,93,6,1,1,1,1,0,0,10.079035252332687
2024-12-06-ORL-PHI,2024-12-06,ORL,PHI,2.5,-2.5,-2.193848818540573,102,94,8,1,1,1,1,0,0,10.193848818540573
2024-12-06-LAL-ATL,2024-12-06,LAL,ATL,-3.5,3.5,3.745207905769348,134,132,2,0,1,0,1,1,1,1.7452079057693481
2024-12-06-MIL-BOS,2024-12-06,MIL,BOS,-8.0,8.0,9.865573287010193,111,105,6,0,1,0,1,1,1,3.865573287010193
2024-12-06-IND-CHI,2024-12-06,IND,CHI,3.0,-3.0,-2.8814963698387146,123,132,-9,0,1,0,0,0,1,6.118503630161285
2024-12-06-SAC-SAS,2024-12-06,SAC,SAS,7.0,-7.0,-7.08254474401474,113,140,-27,0,0,1,0,0,1,19.91745525598526
2024-12-06-MIN-GSW,2024-12-06,MIN,GSW,1.5,-1.5,-1.4232800975441933,90,107,-17,0,1,0,0,0,1,15.576719902455807
2024-12-06-UTA-POR,2024-12-06,UTA,POR,-4.0,4.0,3.390108704566956,99,141,-42,0,0,1,0,1,0,45.390108704566956
2024-12-07-CLE-CHA,2024-12-07,CLE,CHA,13.5,-13.5,-12.903690874576569,102,116,-14,0,1,0,0,0,1,1.0963091254234314
2024-12-07-DEN-WAS,2024-12-07,DEN,WAS,11.5,-11.5,-11.82889759540558,122,113,9,1,0,0,1,0,0,20.82889759540558
2024-12-07-OKC-NOP,2024-12-07,OKC,NOP,8.0,-8.0,-7.43540233373642,109,119,-10,0,1,0,0,0,1,2.5645976662635803
2024-12-07-DET-NYK,2024-12-07,DET,NYK,-8.0,8.0,8.13030306994915,111,120,-9,0,1,0,0,1,0,17.13030306994915
2024-12-07-DAL-TOR,2024-12-07,DAL,TOR,8.0,-8.0,-7.675756901502609,118,125,-7,1,1,1,0,0,1,0.6757569015026093
2024-12-07-MEM-BOS,2024-12-07,MEM,BOS,-7.0,7.0,8.617015361785889,121,127,-6,0,1,0,0,1,0,14.617015361785889
2024-12-07-PHX-MIA,2024-12-07,PHX,MIA,-5.5,5.5,5.572039775550365,121,111,10,1,1,1,1,1,1,4.427960224449635
2024-12-08-PHI-CHI,2024-12-08,PHI,CHI,3.0,-3.0,-3.4039235413074493,100,108,-8,0,0,1,0,0,1,4.596076458692551
2024-12-08-MIL-BKN,2024-12-08,MIL,BKN,6.0,-6.0,-5.714343130588532,113,118,-5,1,1,1,0,0,1,0.7143431305885324
2024-12-08-CHA-IND,2024-12-08,CHA,IND,-12.0,12.0,11.9054696559906,109,113,-4,0,0,1,0,1,0,15.9054696559906
2024-12-08-DEN-ATL,2024-12-08,DEN,ATL,-1.0,1.0,1.0328750684857368,111,141,-30,0,1,0,0,1,0,31.032875068485737
2024-12-08-CLE-MIA,2024-12-08,CLE,MIA,2.5,-2.5,-2.1223531365394592,122,113,9,1,1,1,1,0,0,11.12235313653946
2024-12-08-PHX-ORL,2024-12-08,PHX,ORL,-2.0,2.0,2.059170179069042,115,110,5,1,1,1,1,1,1,2.940829820930958
2024-12-08-MEM-WAS,2024-12-08,MEM,WAS,10.0,-10.0,-9.856664016842842,112,140,-28,0,1,0,0,0,1,18.143335983157158
2024-12-08-NOP-SAS,2024-12-08,NOP,SAS,-7.0,7.0,6.580783635377884,121,116,5,0,0,1,1,1,1,1.580783635377884
2024-12-08-MIN-GSW,2024-12-08,MIN,GSW,-1.5,1.5,1.558604061603546,114,106,8,1,1,1,1,1,1,6.441395938396454
2024-12-08-HOU-LAC,2024-12-08,HOU,LAC,3.0,-3.0,-2.634033977985382,106,117,-11,0,1,0,0,0,1,8.365966022014618
2024-12-08-UTA-SAC,2024-12-08,UTA,SAC,-11.0,11.0,11.905828952789308,141,97,44,1,1,1,1,1,1,32.09417104721069
2024-12-08-POR-LAL,2024-12-08,POR,LAL,-7.0,7.0,6.690763384103775,107,98,9,1,0,0,1,1,1,2.309236615896225
2024-12-09-NYK-TOR,2024-12-09,NYK,TOR,8.0,-8.0,-7.416306495666504,108,113,-5,1,1,1,0,0,1,2.416306495666504
2024-12-19-UTA-DET,2024-12-19,UTA,DET,-4.5,4.5,4.12706196308136,119,126,-7,0,0,1,0,1,0,11.12706196308136
2024-12-19-OKC-ORL,2024-12-19,OKC,ORL,6.5,-6.5,-5.986769914627075,99,105,-6,1,1,1,0,0,1,0.013230085372924805
2024-12-19-CHA-WAS,2024-12-19,CHA,WAS,4.0,-4.0,-3.926471248269081,123,114,9,1,1,1,1,0,0,12.926471248269081
2024-12-19-CHI-BOS,2024-12-19,CHI,BOS,-14.5,14.5,16.650474071502686,108,117,-9,0,1,0,0,1,0,25.650474071502686
2024-12-19-BKN-TOR,2024-12-19,BKN,TOR,-2.5,2.5,2.0857106745243077,94,101,-7,0,0,1,0,1,0,9.085710674524307
2024-12-19-NOP-HOU,2024-12-19,NOP,HOU,-9.0,9.0,9.028790274634956,133,113,20,1,1,1,1,1,1,10.971209725365044
2024-12-19-GSW-MEM,2024-12-19,GSW,MEM,-2.0,2.0,2.1987629532814026,144,93,51,1,1,1,1,1,1,48.8012370467186
2024-12-19-NYK-MIN,2024-12-19,NYK,MIN,-3.5,3.5,4.058285236358643,107,133,-26,0,1,0,0,1,0,30.058285236358643
2024-12-19-LAC-DAL,2024-12-19,LAC,DAL,1.0,-1.0,-1.2716382145881653,95,118,-23,0,0,1,0,0,1,21.728361785411835
2024-12-19-IND-PHX,2024-12-19,IND,PHX,-6.0,6.0,5.272546172142029,111,120,-9,0,0,1,0,1,0,14.272546172142029
2024-12-19-ATL-SAS,2024-12-19,ATL,SAS,-1.0,1.0,0.5968065559864044,133,126,7,1,0,0,1,1,1,6.403193444013596
2024-12-19-DEN-POR,2024-12-19,DEN,POR,8.5,-8.5,-8.647790476679802,126,124,2,1,0,0,1,0,0,10.647790476679802
2024-12-19-LAL-SAC,2024-12-19,LAL,SAC,-4.5,4.5,5.558451890945435,100,113,-13,0,1,0,0,1,0,18.558451890945435
2024-12-20-CHA-PHI,2024-12-20,CHA,PHI,-13.5,13.5,12.012344121932983,108,98,10,0,0,1,1,1,1,2.0123441219329834
2024-12-20-MIL-CLE,2024-12-20,MIL,CLE,-9.0,9.0,10.772011518478394,124,101,23,1,1,1,1,1,1,12.227988481521606
2024-12-20-OKC-MIA,2024-12-20,OKC,MIA,1.0,-1.0,-1.267080545425415,97,104,-7,0,0,1,0,0,1,5.732919454574585
