player_name,date,season,opponent,home_away,win_loss,team_score,opponent_score,minutes,prop_line,assists,over_under_result,points,rebounds,threes_scored,steals,blocks,fgm,fga,fg_pct,ftm,fta,ft_pct,threes_made,threes_attempted,three_pct,spread_team,spread_value,SYSTEM NAME,LIFETIME NET UNITS,RECORD,FOLLOW,DATE,PLAYER,LINE,RESULT
Peyton Watson,12/13,24-25,LAC,Home,W,120.0,98.0,26.0,0.5,0.0,U,14.0,5.0,1.0,2.0,0.0,5.0,6.0,83.0,3.0,4.0,75.0,1.0,2.0,50.0,DEN,-7.0,,,,,,,,
Peyton Watson,12/8,24-25,ATL,Away,W,141.0,111.0,18.0,,0.0,,2.0,1.0,0.0,1.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,DEN,1.0,,,,,,,,
Peyton Watson,12/7,24-25,WAS,Away,L,122.0,113.0,25.0,1.5,2.0,O,4.0,2.0,0.0,1.0,1.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,WAS,11.5,,,,,,,,
Peyton Watson,12/5,24-25,CLE,Away,L,126.0,114.0,18.0,0.5,1.0,O,4.0,4.0,1.0,2.0,0.0,1.0,3.0,33.0,1.0,2.0,50.0,1.0,2.0,50.0,CLE,-3.5,,,,,,,,
Peyton Watson,12/3,24-25,GSW,Home,W,119.0,115.0,17.0,0.5,2.0,O,7.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,4.0,4.0,100.0,1.0,1.0,100.0,GSW,5.0,,,,,,,,
Peyton Watson,12/1,24-25,LAC,Away,L,126.0,122.0,28.0,1.5,2.0,O,13.0,5.0,1.0,1.0,1.0,6.0,9.0,67.0,0.0,0.0,0.0,1.0,2.0,50.0,LAC,3.0,,,,,,,,
Peyton Watson,11/27,24-25,UTH,Away,W,122.0,103.0,28.0,1.5,2.0,O,9.0,3.0,0.0,1.0,1.0,3.0,6.0,50.0,3.0,4.0,75.0,0.0,3.0,0.0,DEN,-11.0,,,,,,,,
Peyton Watson,11/25,24-25,NYK,Home,L,145.0,118.0,22.0,1.5,0.0,U,6.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,100.0,0.0,1.0,0.0,NYK,2.5,,,,,,,,
Peyton Watson,11/23,24-25,LAL,Away,W,127.0,102.0,35.0,1.5,2.0,O,11.0,5.0,1.0,0.0,1.0,5.0,8.0,63.0,0.0,0.0,0.0,1.0,1.0,100.0,DEN,4.0,,,,,,,,
Peyton Watson,11/22,24-25,DAL,Home,L,123.0,120.0,39.0,1.5,3.0,O,15.0,5.0,1.0,0.0,3.0,7.0,11.0,64.0,0.0,0.0,0.0,1.0,3.0,33.0,DAL,4.5,,,,,,,,
Peyton Watson,11/19,24-25,MEM,Away,W,122.0,110.0,24.0,1.5,2.0,O,15.0,5.0,2.0,1.0,1.0,6.0,10.0,60.0,1.0,1.0,100.0,2.0,5.0,40.0,DEN,6.0,,,,,,,,
Peyton Watson,11/17,24-25,MEM,Away,L,105.0,90.0,28.0,1.5,2.0,O,7.0,5.0,1.0,1.0,1.0,3.0,7.0,43.0,0.0,0.0,0.0,1.0,2.0,50.0,MEM,-6.0,,,,,,,,
Peyton Watson,11/15,24-25,NOR,Away,L,101.0,94.0,29.0,1.5,0.0,U,18.0,5.0,1.0,1.0,0.0,6.0,12.0,50.0,5.0,6.0,83.0,1.0,5.0,20.0,NOR,2.0,,,,,,,,
Peyton Watson,11/10,24-25,DAL,Home,W,122.0,120.0,39.0,1.5,1.0,U,16.0,5.0,4.0,0.0,1.0,6.0,9.0,67.0,0.0,0.0,0.0,4.0,4.0,100.0,PUSH,-2.0,,,,,,,,
Peyton Watson,11/8,24-25,MIA,Home,W,135.0,122.0,32.0,1.5,1.0,U,16.0,5.0,2.0,1.0,1.0,7.0,11.0,64.0,0.0,0.0,0.0,2.0,3.0,67.0,DEN,-3.0,,,,,,,,
Peyton Watson,11/6,24-25,OKC,Home,W,124.0,122.0,34.0,1.5,3.0,O,10.0,3.0,1.0,1.0,3.0,4.0,9.0,44.0,1.0,4.0,25.0,1.0,4.0,25.0,DEN,7.0,,,,,,,,
Peyton Watson,11/4,24-25,TOR,Home,W,121.0,119.0,30.0,1.5,1.0,U,16.0,3.0,1.0,2.0,2.0,4.0,7.0,57.0,7.0,9.0,78.0,1.0,2.0,50.0,TOR,11.0,,,,,,,,
Peyton Watson,11/2,24-25,UTH,Home,W,129.0,103.0,19.0,,1.0,,8.0,4.0,0.0,3.0,0.0,2.0,9.0,22.0,4.0,4.0,100.0,0.0,1.0,0.0,DEN,-11.0,,,,,,,,
Peyton Watson,11/1,24-25,MIN,Away,L,119.0,116.0,13.0,,0.0,,2.0,1.0,0.0,1.0,0.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,DEN,3.5,,,,,,,,
Peyton Watson,10/29,24-25,BKN,Away,W,144.0,139.0,19.0,0.5,0.0,U,7.0,2.0,1.0,0.0,0.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,2.0,50.0,BKN,5.5,,,,,,,,
Peyton Watson,10/28,24-25,TOR,Away,W,127.0,125.0,15.0,,2.0,,6.0,2.0,0.0,0.0,1.0,1.0,5.0,20.0,4.0,4.0,100.0,0.0,0.0,0.0,TOR,8.5,,,,,,,,
Peyton Watson,10/26,24-25,LAC,Home,L,109.0,104.0,11.0,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,LAC,7.5,,,,,,,,
Peyton Watson,10/24,24-25,OKC,Home,L,102.0,87.0,14.0,,1.0,,2.0,6.0,0.0,0.0,2.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,OKC,2.0,,,,,,,,
Julian Strawther,11/15,25-26,MIN,Away,W,123.0,112.0,6.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,DEN,1.0,,,,,,,,
Julian Strawther,11/12,25-26,LAC,Away,W,130.0,116.0,11.0,,0.0,,4.0,1.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,DEN,-4.5,,,,,,,,
Julian Strawther,11/11,25-26,SAC,Away,W,122.0,108.0,3.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,-6.5,,,,,,,,
Julian Strawther,11/8,25-26,IND,Home,W,117.0,100.0,21.0,,2.0,,12.0,6.0,0.0,0.0,0.0,5.0,10.0,50.0,2.0,3.0,67.0,0.0,3.0,0.0,DEN,-12.0,,,,,,,,
Julian Strawther,11/7,25-26,GSW,Home,W,129.0,104.0,6.0,,0.0,,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,100.0,0.0,2.0,0.0,DEN,-5.5,,,,,,,,
Julian Strawther,11/3,25-26,SAC,Home,W,130.0,124.0,7.0,,0.0,,4.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,1.0,100.0,SAC,10.5,,,,,,,,
Julian Strawther,10/29,25-26,NOR,Home,W,122.0,88.0,10.0,,2.0,,6.0,2.0,1.0,0.0,0.0,2.0,7.0,29.0,1.0,2.0,50.0,1.0,5.0,20.0,DEN,-11.5,,,,,,,,
Julian Strawther,10/27,25-26,MIN,Away,W,127.0,114.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,-6.5,,,,,,,,
Julian Strawther,10/25,25-26,PHO,Home,W,133.0,111.0,2.0,,0.0,,3.0,2.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,DEN,-13.0,,,,,,,,
Julian Strawther,5/15,24-25,OKC,Home,W,119.0,107.0,19.0,,0.0,,15.0,2.0,3.0,0.0,0.0,4.0,8.0,50.0,4.0,4.0,100.0,3.0,4.0,75.0,DEN,5.0,,,,,,,,
Julian Strawther,5/13,24-25,OKC,Away,L,112.0,105.0,9.0,,1.0,,3.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,DEN,10.0,,,,,,,,
Julian Strawther,5/11,24-25,OKC,Home,L,92.0,87.0,4.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,7.0,,,,,,,,
Julian Strawther,5/7,24-25,OKC,Away,L,149.0,106.0,14.0,,1.0,,9.0,0.0,1.0,0.0,0.0,3.0,7.0,43.0,2.0,3.0,67.0,1.0,3.0,33.0,OKC,-10.0,,,,,,,,
Julian Strawther,5/5,24-25,OKC,Away,W,121.0,119.0,5.0,,0.0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,10.5,,,,,,,,
Julian Strawther,5/3,24-25,LAC,Home,W,120.0,101.0,3.0,,0.0,,3.0,0.0,1.0,0.0,0.0,1.0,3.0,33.0,0.0,0.0,0.0,1.0,1.0,100.0,DEN,-1.5,,,,,,,,
Julian Strawther,4/29,24-25,LAC,Home,W,131.0,115.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,1.5,,,,,,,,
Julian Strawther,4/24,24-25,LAC,Away,L,117.0,83.0,10.0,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,-5.5,,,,,,,,
Julian Strawther,4/13,24-25,HOU,Away,W,126.0,111.0,9.0,,1.0,,9.0,0.0,0.0,1.0,0.0,2.0,5.0,40.0,5.0,6.0,83.0,0.0,1.0,0.0,DEN,-6.0,,,,,,,,
Julian Strawther,4/9,24-25,SAC,Away,W,124.0,116.0,11.0,,1.0,,1.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,DEN,-4.5,,,,,,,,
Julian Strawther,4/6,24-25,IND,Home,L,125.0,120.0,10.0,,0.0,,6.0,3.0,0.0,0.0,1.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,IND,6.0,,,,,,,,
Julian Strawther,3/2,24-25,BOS,Away,L,110.0,103.0,14.0,1.5,0.0,U,4.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,2.0,2.0,100.0,0.0,1.0,0.0,BOS,-5.0,,,,,,,,
Julian Strawther,2/28,24-25,DET,Away,W,134.0,119.0,26.0,1.5,1.0,U,6.0,1.0,0.0,1.0,0.0,3.0,7.0,43.0,0.0,1.0,0.0,0.0,3.0,0.0,DEN,-1.0,,,,,,,,
Julian Strawther,2/27,24-25,MIL,Away,L,121.0,112.0,19.0,0.5,0.0,U,12.0,0.0,2.0,0.0,0.0,5.0,8.0,63.0,0.0,0.0,0.0,2.0,4.0,50.0,MIL,3.5,,,,,,,,
Julian Strawther,2/24,24-25,IND,Away,W,125.0,116.0,14.0,1.5,2.0,O,4.0,1.0,0.0,0.0,0.0,1.0,4.0,25.0,2.0,2.0,100.0,0.0,3.0,0.0,DEN,-4.5,,,,,,,,
Julian Strawther,2/22,24-25,LAL,Home,L,123.0,100.0,11.0,1.5,2.0,O,2.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,LAL,6.5,,,,,,,,
Julian Strawther,2/20,24-25,CHA,Home,W,129.0,115.0,22.0,1.5,2.0,O,16.0,4.0,4.0,0.0,0.0,5.0,10.0,50.0,2.0,2.0,100.0,4.0,7.0,57.0,CHA,18.0,,,,,,,,
Julian Strawther,2/12,24-25,POR,Home,W,132.0,121.0,25.0,2.5,1.0,U,11.0,5.0,3.0,0.0,1.0,4.0,10.0,40.0,0.0,0.0,0.0,3.0,7.0,43.0,DEN,-8.0,,,,,,,,
Julian Strawther,2/10,24-25,POR,Home,W,146.0,117.0,34.0,1.5,3.0,O,18.0,4.0,2.0,1.0,0.0,8.0,14.0,57.0,0.0,0.0,0.0,2.0,6.0,33.0,DEN,-9.0,,,,,,,,
Julian Strawther,2/8,24-25,PHO,Away,W,122.0,105.0,38.0,2.5,0.0,U,18.0,6.0,4.0,1.0,0.0,6.0,15.0,40.0,2.0,2.0,100.0,4.0,10.0,40.0,DEN,-6.5,,,,,,,,
Julian Strawther,2/6,24-25,ORL,Home,W,112.0,90.0,31.0,2.5,3.0,O,2.0,3.0,0.0,1.0,0.0,1.0,8.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,DEN,-6.0,,,,,,,,
Julian Strawther,2/5,24-25,NOR,Home,W,144.0,119.0,24.0,1.5,1.0,U,10.0,2.0,2.0,0.0,0.0,4.0,10.0,40.0,0.0,0.0,0.0,2.0,6.0,33.0,DEN,-11.0,,,,,,,,
Julian Strawther,2/3,24-25,NOR,Home,W,125.0,113.0,23.0,1.5,2.0,O,15.0,3.0,1.0,2.0,0.0,6.0,10.0,60.0,2.0,4.0,50.0,1.0,5.0,20.0,DEN,-9.5,,,,,,,,
Julian Strawther,2/1,24-25,CHA,Away,W,107.0,104.0,23.0,1.5,1.0,U,5.0,1.0,1.0,0.0,1.0,2.0,8.0,25.0,0.0,0.0,0.0,1.0,6.0,17.0,CHA,12.5,,,,,,,,
Julian Strawther,1/31,24-25,PHI,Away,W,137.0,134.0,18.0,0.5,0.0,U,18.0,2.0,4.0,1.0,0.0,6.0,7.0,86.0,2.0,2.0,100.0,4.0,5.0,80.0,PHI,9.5,,,,,,,,
Julian Strawther,1/29,24-25,NYK,Away,L,122.0,112.0,19.0,1.5,0.0,U,5.0,4.0,1.0,0.0,1.0,2.0,6.0,33.0,0.0,0.0,0.0,1.0,4.0,25.0,NYK,-2.5,,,,,,,,
Julian Strawther,1/27,24-25,CHI,Away,L,129.0,121.0,15.0,1.5,0.0,U,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,CHI,9.5,,,,,,,,
Julian Strawther,1/25,24-25,MIN,Away,L,133.0,104.0,18.0,1.5,1.0,U,2.0,1.0,0.0,1.0,0.0,1.0,7.0,14.0,0.0,2.0,0.0,0.0,3.0,0.0,MIN,3.5,,,,,,,,
Julian Strawther,1/23,24-25,SAC,Home,W,132.0,123.0,19.0,1.5,2.0,O,9.0,0.0,2.0,1.0,0.0,3.0,9.0,33.0,1.0,1.0,100.0,2.0,6.0,33.0,DEN,-7.5,,,,,,,,
Julian Strawther,1/21,24-25,PHI,Home,W,144.0,109.0,26.0,1.5,2.0,O,23.0,2.0,5.0,0.0,0.0,8.0,14.0,57.0,2.0,2.0,100.0,5.0,9.0,56.0,DEN,-12.0,,,,,,,,
Julian Strawther,1/19,24-25,ORL,Away,W,113.0,100.0,25.0,0.5,1.0,O,7.0,3.0,1.0,2.0,0.0,2.0,8.0,25.0,2.0,2.0,100.0,1.0,4.0,25.0,DEN,-7.5,,,,,,,,
Julian Strawther,1/17,24-25,MIA,Away,W,133.0,113.0,25.0,1.5,1.0,U,14.0,1.0,4.0,0.0,0.0,5.0,9.0,56.0,0.0,1.0,0.0,4.0,7.0,57.0,DEN,-3.5,,,,,,,,
Julian Strawther,1/15,24-25,HOU,Home,L,128.0,108.0,24.0,1.5,3.0,O,10.0,1.0,2.0,0.0,0.0,3.0,9.0,33.0,2.0,2.0,100.0,2.0,6.0,33.0,HOU,-5.5,,,,,,,,
Julian Strawther,1/14,24-25,DAL,Away,W,118.0,99.0,17.0,1.5,3.0,O,3.0,3.0,1.0,0.0,0.0,1.0,3.0,33.0,0.0,0.0,0.0,1.0,3.0,33.0,DEN,-3.0,,,,,,,,
Julian Strawther,1/12,24-25,DAL,Away,W,112.0,101.0,25.0,1.5,1.0,U,5.0,0.0,1.0,1.0,0.0,2.0,9.0,22.0,0.0,0.0,0.0,1.0,5.0,20.0,DEN,-5.5,,,,,,,,
Julian Strawther,1/10,24-25,BKN,Home,W,124.0,105.0,31.0,1.5,0.0,U,12.0,1.0,2.0,0.0,0.0,4.0,9.0,44.0,2.0,2.0,100.0,2.0,5.0,40.0,DEN,-15.0,,,,,,,,
Julian Strawther,1/8,24-25,LAC,Home,W,126.0,103.0,31.0,1.5,2.0,O,16.0,4.0,4.0,0.0,0.0,5.0,10.0,50.0,2.0,2.0,100.0,4.0,8.0,50.0,DEN,4.0,,,,,,,,
Julian Strawther,1/7,24-25,BOS,Home,L,118.0,106.0,26.0,1.5,2.0,O,19.0,2.0,3.0,1.0,0.0,8.0,15.0,53.0,0.0,0.0,0.0,3.0,6.0,50.0,BOS,-10.5,,,,,,,,
Julian Strawther,1/4,24-25,SAS,Away,W,122.0,111.0,25.0,1.5,2.0,O,5.0,5.0,1.0,0.0,0.0,1.0,9.0,11.0,2.0,2.0,100.0,1.0,5.0,20.0,DEN,-2.5,,,,,,,,
Julian Strawther,1/3,24-25,SAS,Home,L,113.0,110.0,22.0,1.5,1.0,U,11.0,1.0,3.0,1.0,0.0,4.0,7.0,57.0,0.0,0.0,0.0,3.0,6.0,50.0,SAS,6.0,,,,,,,,
Julian Strawther,1/1,24-25,ATL,Home,W,139.0,120.0,30.0,1.5,2.0,O,13.0,6.0,1.0,2.0,1.0,6.0,12.0,50.0,0.0,0.0,0.0,1.0,5.0,20.0,DEN,-8.5,,,,,,,,
Julian Strawther,12/30,24-25,UTH,Away,W,132.0,121.0,17.0,1.5,1.0,U,4.0,2.0,0.0,1.0,0.0,1.0,5.0,20.0,2.0,2.0,100.0,0.0,3.0,0.0,DEN,-7.5,,,,,,,,
Julian Strawther,12/28,24-25,DET,Home,W,134.0,121.0,22.0,1.5,1.0,U,6.0,3.0,0.0,1.0,0.0,3.0,9.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,DEN,-6.0,,,,,,,,
Julian Strawther,12/27,24-25,CLE,Home,L,149.0,135.0,23.0,1.5,0.0,U,11.0,2.0,1.0,0.0,0.0,4.0,7.0,57.0,2.0,2.0,100.0,1.0,2.0,50.0,CLE,-3.5,,,,,,,,
Julian Strawther,12/25,24-25,PHO,Away,L,110.0,100.0,17.0,0.5,1.0,O,5.0,2.0,1.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,PHO,2.5,,,,,,,,
Julian Strawther,12/23,24-25,PHO,Home,W,117.0,90.0,18.0,1.5,1.0,U,9.0,2.0,3.0,1.0,0.0,3.0,9.0,33.0,0.0,0.0,0.0,3.0,7.0,43.0,DEN,-4.5,,,,,,,,
Julian Strawther,12/22,24-25,NOR,Away,W,132.0,129.0,20.0,,1.0,,13.0,1.0,1.0,0.0,1.0,4.0,8.0,50.0,4.0,4.0,100.0,1.0,5.0,20.0,NOR,8.5,,,,,,,,
Julian Strawther,12/19,24-25,POR,Away,L,126.0,124.0,9.0,1.5,1.0,U,6.0,0.0,2.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,4.0,50.0,POR,8.5,,,,,,,,
Julian Strawther,12/16,24-25,SAC,Away,W,130.0,129.0,23.0,1.5,1.0,U,13.0,4.0,1.0,0.0,1.0,6.0,12.0,50.0,0.0,0.0,0.0,1.0,4.0,25.0,DEN,1.0,,,,,,,,
Julian Strawther,12/13,24-25,LAC,Home,W,120.0,98.0,25.0,1.5,2.0,O,12.0,4.0,0.0,0.0,0.0,3.0,6.0,50.0,6.0,7.0,86.0,0.0,2.0,0.0,DEN,-7.0,,,,,,,,
Julian Strawther,12/8,24-25,ATL,Away,W,141.0,111.0,21.0,,3.0,,13.0,2.0,3.0,0.0,0.0,5.0,6.0,83.0,0.0,0.0,0.0,3.0,4.0,75.0,DEN,1.0,,,,,,,,
Julian Strawther,12/7,24-25,WAS,Away,L,122.0,113.0,32.0,1.5,2.0,O,18.0,3.0,2.0,3.0,2.0,7.0,13.0,54.0,2.0,2.0,100.0,2.0,5.0,40.0,WAS,11.5,,,,,,,,
Julian Strawther,12/5,24-25,CLE,Away,L,126.0,114.0,11.0,1.5,0.0,U,2.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,CLE,-3.5,,,,,,,,
Julian Strawther,12/3,24-25,GSW,Home,W,119.0,115.0,19.0,1.5,3.0,O,5.0,1.0,1.0,1.0,0.0,2.0,7.0,29.0,0.0,0.0,0.0,1.0,4.0,25.0,GSW,5.0,,,,,,,,
Julian Strawther,12/1,24-25,LAC,Away,L,126.0,122.0,18.0,1.5,2.0,O,15.0,2.0,2.0,0.0,0.0,6.0,7.0,86.0,1.0,1.0,100.0,2.0,3.0,67.0,LAC,3.0,,,,,,,,
Julian Strawther,11/27,24-25,UTH,Away,W,122.0,103.0,15.0,1.5,1.0,U,9.0,0.0,2.0,0.0,1.0,2.0,4.0,50.0,3.0,4.0,75.0,2.0,4.0,50.0,DEN,-11.0,,,,,,,,
Julian Strawther,11/25,24-25,NYK,Home,L,145.0,118.0,22.0,1.5,1.0,U,4.0,2.0,0.0,0.0,0.0,1.0,4.0,25.0,2.0,2.0,100.0,0.0,1.0,0.0,NYK,2.5,,,,,,,,
Julian Strawther,11/23,24-25,LAL,Away,W,127.0,102.0,19.0,1.5,1.0,U,6.0,2.0,2.0,0.0,0.0,2.0,3.0,67.0,0.0,0.0,0.0,2.0,2.0,100.0,DEN,4.0,,,,,,,,
Julian Strawther,11/22,24-25,DAL,Home,L,123.0,120.0,16.0,1.5,0.0,U,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,DAL,4.5,,,,,,,,
Julian Strawther,11/19,24-25,MEM,Away,W,122.0,110.0,20.0,1.5,0.0,U,6.0,5.0,1.0,2.0,1.0,2.0,7.0,29.0,1.0,2.0,50.0,1.0,4.0,25.0,DEN,6.0,,,,,,,,
Julian Strawther,11/17,24-25,MEM,Away,L,105.0,90.0,24.0,,3.0,,19.0,4.0,4.0,1.0,1.0,6.0,13.0,46.0,3.0,4.0,75.0,4.0,7.0,57.0,MEM,-6.0,,,,,,,,
Julian Strawther,11/15,24-25,NOR,Away,L,101.0,94.0,20.0,,0.0,,5.0,3.0,1.0,0.0,0.0,1.0,6.0,17.0,2.0,2.0,100.0,1.0,4.0,25.0,NOR,2.0,,,,,,,,
Julian Strawther,11/10,24-25,DAL,Home,W,122.0,120.0,23.0,1.5,1.0,U,12.0,1.0,2.0,1.0,2.0,4.0,9.0,44.0,2.0,3.0,67.0,2.0,5.0,40.0,PUSH,-2.0,,,,,,,,
Julian Strawther,11/8,24-25,MIA,Home,W,135.0,122.0,24.0,1.5,0.0,U,6.0,1.0,0.0,0.0,1.0,3.0,8.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,DEN,-3.0,,,,,,,,
Julian Strawther,11/6,24-25,OKC,Home,W,124.0,122.0,27.0,1.5,6.0,O,9.0,5.0,1.0,0.0,0.0,3.0,11.0,27.0,2.0,2.0,100.0,1.0,7.0,14.0,DEN,7.0,,,,,,,,
Julian Strawther,11/4,24-25,TOR,Home,W,121.0,119.0,25.0,1.5,3.0,O,13.0,2.0,2.0,2.0,1.0,4.0,10.0,40.0,3.0,4.0,75.0,2.0,4.0,50.0,TOR,11.0,,,,,,,,
Julian Strawther,11/2,24-25,UTH,Home,W,129.0,103.0,19.0,,0.0,,19.0,2.0,3.0,2.0,0.0,7.0,11.0,64.0,2.0,2.0,100.0,3.0,6.0,50.0,DEN,-11.0,,,,,,,,
Julian Strawther,11/1,24-25,MIN,Away,L,119.0,116.0,16.0,1.5,1.0,U,4.0,1.0,0.0,1.0,0.0,1.0,4.0,25.0,2.0,3.0,67.0,0.0,2.0,0.0,DEN,3.5,,,,,,,,
Julian Strawther,10/29,24-25,BKN,Away,W,144.0,139.0,22.0,1.5,0.0,U,7.0,4.0,1.0,1.0,0.0,3.0,6.0,50.0,0.0,0.0,0.0,1.0,3.0,33.0,BKN,5.5,,,,,,,,
Julian Strawther,10/28,24-25,TOR,Away,W,127.0,125.0,22.0,1.5,0.0,U,9.0,2.0,2.0,0.0,0.0,3.0,3.0,100.0,1.0,2.0,50.0,2.0,2.0,100.0,TOR,8.5,,,,,,,,
Julian Strawther,10/26,24-25,LAC,Home,L,109.0,104.0,16.0,,3.0,,8.0,2.0,2.0,2.0,0.0,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100.0,LAC,7.5,,,,,,,,
Julian Strawther,10/24,24-25,OKC,Home,L,102.0,87.0,17.0,,1.0,,6.0,0.0,0.0,1.0,0.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,OKC,2.0,,,,,,,,
Zeke Nnaji,11/12,25-26,LAC,Away,W,130.0,116.0,3.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,-4.5,,,,,,,,
Zeke Nnaji,11/8,25-26,IND,Home,W,117.0,100.0,3.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DEN,-12.0,,,,,,,,
Zeke Nnaji,11/7,25-26,GSW,Home,W,129.0,104.0,4.0,,0.0,,5.0,0.0,1.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1.0,100.0,DEN,-5.5,,,,,,,,
Zeke Nnaji,10/29,25-26,NOR,Home,W,122.0,88.0,6.0,,0.0,,4.0,1.0,0.0,0.0,0.0,2.0,3.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,DEN,-11.5,,,,,,,,
Zeke Nnaji,10/27,25-26,MIN,Away,W,127.0,114.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DEN,-6.5,,,,,,,,
Zeke Nnaji,10/25,25-26,PHO,Home,W,133.0,111.0,2.0,,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,DEN,-13.0,,,,,,,,
Zeke Nnaji,5/9,24-25,OKC,Home,W,113.0,104.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,6.0,,,,,,,,
Zeke Nnaji,5/7,24-25,OKC,Away,L,149.0,106.0,13.0,,2.0,,4.0,3.0,1.0,0.0,1.0,1.0,4.0,25.0,1.0,2.0,50.0,1.0,2.0,50.0,OKC,-10.0,,,,,,,,
Zeke Nnaji,5/3,24-25,LAC,Home,W,120.0,101.0,2.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,-1.5,,,,,,,,
Zeke Nnaji,4/29,24-25,LAC,Home,W,131.0,115.0,1.0,,0.0,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,67.0,0.0,0.0,0.0,DEN,1.5,,,,,,,,
Zeke Nnaji,4/24,24-25,LAC,Away,L,117.0,83.0,4.0,,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,LAC,-5.5,,,,,,,,
Zeke Nnaji,4/13,24-25,HOU,Away,W,126.0,111.0,6.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,DEN,-6.0,,,,,,,,
Zeke Nnaji,4/4,24-25,GSW,Away,L,118.0,104.0,6.0,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSW,-3.0,,,,,,,,
