feature,importance_mean,importance_std
diff_orb_edge,-0.0007584269662921584,0.0011585163273764745
home_tpar,0.0026404494382022414,0.0013829813061900214
diff_tpar,0.003876404494381991,0.0036012068563005487
away_ftr,0.003904494382022461,0.002195508205580798
diff_edge,0.006067415730337078,0.0027036425652844902
