game_id,date,game_time,away_team,home_team,market_spread_home,baseline_margin,pred_margin_mu,actual_home,actual_away,actual_margin,actual_home_covers,pred_home_covers,ats_correct,actual_home_wins,pred_home_wins,ml_correct,abs_error
2024-11-02-OKC-LAC,2024-11-02,,OKC,LAC,5.5,-5.5,-5.545099146664143,92,105,-13,0,0,1,0,0,1,7.454900853335857
2024-11-03-DET-BKN,2024-11-03,,DET,BKN,-3.0,3.0,4.319025874137878,92,106,-14,0,1,0,0,1,0,18.31902587413788
2024-11-03-ATL-NOP,2024-11-03,,ATL,NOP,1.5,-1.5,-1.788989156484604,111,126,-15,0,0,1,0,0,1,13.211010843515396
2024-11-03-ORL-DAL,2024-11-03,,ORL,DAL,-7.0,7.0,7.190957486629486,108,85,23,1,1,1,1,1,1,15.809042513370514
2024-11-04-MIL-CLE,2024-11-04,,MIL,CLE,-8.0,8.0,7.4033589363098145,116,114,2,0,0,1,1,1,1,5.4033589363098145
2024-11-04-GSW-WAS,2024-11-04,,GSW,WAS,11.0,-11.0,-10.87944495677948,112,125,-13,0,1,0,0,0,1,2.12055504322052
2024-11-04-LAL-DET,2024-11-04,,LAL,DET,6.5,-6.5,-6.020615965127945,115,103,12,1,1,1,1,0,0,18.020615965127945
2024-11-04-BOS-ATL,2024-11-04,,BOS,ATL,10.0,-10.0,-9.49080091714859,93,123,-30,0,1,0,0,0,1,20.50919908285141
2024-11-04-MEM-BKN,2024-11-04,,MEM,BKN,4.0,-4.0,-3.850493773818016,106,104,2,1,1,1,1,0,0,5.850493773818016
2024-11-04-SAC-MIA,2024-11-04,,SAC,MIA,-1.5,1.5,1.467802219092846,110,111,-1,0,0,1,0,1,0,2.467802219092846
2024-11-04-UTA-CHI,2024-11-04,,UTA,CHI,-7.5,7.5,8.053851425647736,126,135,-9,0,1,0,0,1,0,17.053851425647736
2024-11-04-NYK-HOU,2024-11-04,,NYK,HOU,2.0,-2.0,-1.1841012835502625,109,97,12,1,1,1,1,0,0,13.184101283550262
2024-11-04-CHA-MIN,2024-11-04,,CHA,MIN,-11.5,11.5,11.4644754268229,114,93,21,1,0,0,1,1,1,9.5355245731771
2024-11-04-ORL-OKC,2024-11-04,,ORL,OKC,-12.5,12.5,13.118006467819214,102,86,16,1,1,1,1,1,1,2.881993532180786
2024-11-04-POR-NOP,2024-11-04,,POR,NOP,-1.5,1.5,0.977230191230774,100,118,-18,0,0,1,0,1,0,18.977230191230774
2024-11-04-IND-DAL,2024-11-04,,IND,DAL,-4.5,4.5,5.9430460929870605,127,134,-7,0,1,0,0,1,0,12.94304609298706
2024-11-04-TOR-DEN,2024-11-04,,TOR,DEN,-11.0,11.0,12.64473593235016,121,119,2,0,1,0,1,1,1,10.64473593235016
2024-11-04-PHI-PHX,2024-11-04,,PHI,PHX,-7.5,7.5,7.136219024658203,118,116,2,0,0,1,1,1,1,5.136219024658203
2024-11-04-SAS-LAC,2024-11-04,,SAS,LAC,-4.0,4.0,3.993542921263725,113,104,9,1,0,0,1,1,1,5.006457078736275
2024-11-06-DET-CHA,2024-11-06,,DET,CHA,1.0,-1.0,-0.3447276353836059,108,107,1,1,1,1,1,0,0,1.344727635383606
2024-11-06-ORL-IND,2024-11-06,,ORL,IND,-5.5,5.5,5.080864191055298,118,111,7,1,0,0,1,1,1,1.9191358089447021
2024-11-06-NYK-ATL,2024-11-06,,NYK,ATL,7.0,-7.0,-6.623014718294144,121,116,5,1,1,1,1,0,0,11.623014718294144
2024-11-06-GSW-BOS,2024-11-06,,GSW,BOS,-7.0,7.0,9.963133096694946,112,118,-6,0,1,0,0,1,0,15.963133096694946
2024-11-06-SAS-HOU,2024-11-06,,SAS,HOU,-6.5,6.5,6.867682993412018,127,100,27,1,1,1,1,1,1,20.132317006587982
2024-11-06-LAL-MEM,2024-11-06,,LAL,MEM,-4.0,4.0,3.66066062450409,131,114,17,1,0,0,1,1,1,13.33933937549591
2024-11-06-CLE-NOP,2024-11-06,,CLE,NOP,6.5,-6.5,-5.996475279331207,122,131,-9,0,1,0,0,0,1,3.0035247206687927
2024-11-06-CHI-DAL,2024-11-06,,CHI,DAL,-10.0,10.0,10.191576197743416,119,99,20,1,1,1,1,1,1,9.808423802256584
