pick_team,n_games,ats_accuracy,roi_pct
BKN,1,0.0,-100.0
SAC,1,0.0,-100.0
PHI,1,0.0,-100.0
LAC,1,0.0,-100.0
MEM,2,0.0,-100.0
DAL,1,0.0,-100.0
GSW,1,0.0,-100.0
IND,6,33.33333333333333,-36.33333333333333
NOP,3,33.33333333333333,-36.33333333333333
TOR,3,33.33333333333333,-36.33333333333333
PHX,2,50.0,-4.499999999999998
MIA,3,66.66666666666666,27.333333333333336
CHA,3,66.66666666666666,27.333333333333336
DET,1,100.0,91.0
LAL,3,100.0,91.0
UTA,1,100.0,91.0
SAS,1,100.0,91.0
WAS,1,100.0,91.0
