week_start,n_games,ats_accuracy,roi_pct
2025-10-20,42,52.38095238095239,0.047619047619050565
2025-10-27,51,66.66666666666666,27.333333333333332
2025-11-03,53,58.490566037735846,11.716981132075475
2025-11-10,39,46.15384615384615,-11.846153846153843
